ticker,data,ano_mes_carteira,book-to-market-value,indicator_rank,tercile
TOTS3,2012,2013,0.128746345961807,114.0,3
MOTV3,2012,2013,0.1254475967867115,115.0,3
ABEV3,2012,2013,0.1235707180188066,116.0,3
AMBV4,2012,2013,0.1235707180188066,117.0,3
HGTX3,2012,2013,0.1193159384889827,118.0,3
RDCD3,2012,2013,0.0726396005209536,119.0,3
LAME4,2012,2013,0.065240406456909,120.0,3
NATU3,2012,2013,0.0578456315465108,121.0,3
CIEL3,2012,2013,0.0560030089860895,122.0,3
CRUZ3,2012,2013,0.0506085218705742,123.0,3
MPLU3,2012,2013,0.0211229301763423,124.0,3
OSXB3,2013,2014,9.11258062643345,1.0,1
AXIA6,2013,2014,9.013545123123755,2.0,1
CCXC3,2013,2014,4.818259161293319,3.0,1
PRIO3,2013,2014,4.145862432321983,4.0,1
BISA3,2013,2014,3.0945611366237107,5.0,1
ELPL4,2013,2014,2.4192443813105444,6.0,1
USIM5,2013,2014,2.2098013588812697,7.0,1
MMXM3,2013,2014,2.0915005049230673,8.0,1
GFSA3,2013,2014,2.003445041488123,9.0,1
RSID3,2013,2014,1.9395890271949632,10.0,1
CPLE6,2013,2014,1.9182504014865716,11.0,1
GOAU4,2013,2014,1.7419916686314991,12.0,1
PDGR3,2013,2014,1.7244691626805444,13.0,1
PETR4,2013,2014,1.6840521680646643,14.0,1
OIBR4,2013,2014,1.5944500006710614,15.0,1
MAGG3,2013,2014,1.5324503479785638,16.0,1
BRAP4,2013,2014,1.457938433059544,17.0,1
GGBR4,2013,2014,1.3850803228735948,18.0,1
BRPR3,2013,2014,1.33580022378938,19.0,1
MRVE3,2013,2014,1.3055360617447471,20.0,1
TPIS3,2013,2014,1.2570283454350375,21.0,1
ALOS3,2013,2014,1.192384053307262,22.0,1
SUZB5,2013,2014,1.19125234437716,23.0,1
CSMG3,2013,2014,1.176440462855105,24.0,1
PRML3,2013,2014,1.173939093829126,25.0,1
JBSS3,2013,2014,1.1628705439771545,26.0,1
PFRM3,2013,2014,1.1310706762747276,27.0,1
SLCE3,2013,2014,1.0785348351036528,28.0,1
VALE5,2013,2014,1.0735499745368329,29.0,1
FIBR3,2013,2014,1.0633120446316728,30.0,1
EVEN3,2013,2014,1.0334038003400825,31.0,1
MBRF3,2013,2014,1.0225965379627964,32.0,1
PMAM3,2013,2014,1.0197736690858863,33.0,1
ISAE4,2013,2014,1.0163400772778473,34.0,1
LAND3,2013,2014,0.9646763495639814,35.0,1
BRML3,2013,2014,0.9305681405658404,36.0,1
TCSA3,2013,2014,0.9213639770484529,37.0,1
CSNA3,2013,2014,0.9200587056522128,38.0,1
LIGT3,2013,2014,0.8676996124293859,39.0,1
OGXP3,2013,2014,0.8634423445159668,40.0,1
CYRE3,2013,2014,0.8457685031465966,41.0,1
AMER3,2013,2014,0.8384511802990036,42.0,1
B3SA3,2013,2014,0.8203256561731059,43.0,1
ENBR3,2013,2014,0.8031775164724899,44.0,2
ENAT3,2013,2014,0.7990200957093316,45.0,2
VIVT4,2013,2014,0.7939087394215818,46.0,2
SULA11,2013,2014,0.7625740525850199,47.0,2
HYPE3,2013,2014,0.7561920923308237,48.0,2
DASA3,2013,2014,0.7416550145741148,49.0,2
TIMS3,2013,2014,0.7225912801564285,50.0,2
SMTO3,2013,2014,0.7056840897876726,51.0,2
BRKM5,2013,2014,0.7046463203973432,52.0,2
DIRR3,2013,2014,0.6915388662208783,53.0,2
PSSA3,2013,2014,0.6715945422449344,54.0,2
SLED4,2013,2014,0.6694264968882976,55.0,2
MGLU3,2013,2014,0.6691964097592185,56.0,2
CMIG4,2013,2014,0.6515356544305593,57.0,2
ALUP11,2013,2014,0.6500556960730008,58.0,2
ALLL3,2013,2014,0.629789618932263,59.0,2
FLRY3,2013,2014,0.6156688135543333,60.0,2
CZLT33,2013,2014,0.6065168511086079,61.0,2
EQTL3,2013,2014,0.598188202908673,62.0,2
BPHA3,2013,2014,0.5882260275199751,63.0,2
IGTA3,2013,2014,0.5798953592447496,64.0,2
ITSA4,2013,2014,0.5612334272115959,65.0,2
TAEE11,2013,2014,0.5584326920471137,66.0,2
RAPT4,2013,2014,0.5536545581073465,67.0,2
KLBN4,2013,2014,0.5493040410713521,68.0,2
DXCO3,2013,2014,0.5423792134587777,69.0,2
CSAN3,2013,2014,0.5389436808626096,70.0,2
AUTM3,2013,2014,0.5367784466847895,71.0,2
HBOR3,2013,2014,0.5351722502479196,72.0,2
NEXP3,2013,2014,0.530252993263013,73.0,2
ALSC3,2013,2014,0.5253777443553103,74.0,2
IMCH3,2013,2014,0.4984948566296204,75.0,2
COCE5,2013,2014,0.4931288387228486,76.0,2
JHSF3,2013,2014,0.4885060899461729,77.0,2
EZTC3,2013,2014,0.4833460045002448,78.0,2
EMBJ3,2013,2014,0.4827781354679669,79.0,2
ENEV3,2013,2014,0.4783941656645733,80.0,2
MYPK3,2013,2014,0.4773740908076385,81.0,2
ABRE11,2013,2014,0.4570068987734305,82.0,2
CGAS5,2013,2014,0.4529953366242268,83.0,2
QUAL3,2013,2014,0.4521696457956795,84.0,2
GOLL54,2013,2014,0.4318584336948178,85.0,2
LEVE3,2013,2014,0.431534621257004,86.0,2
AEDU3,2013,2014,0.4144799407273912,87.0,3
MULT3,2013,2014,0.3911597660828554,88.0,3
STBP11,2013,2014,0.3810348134212553,89.0,3
DAGB33,2013,2014,0.3699890121021299,90.0,3
BRFS3,2013,2014,0.3477236901574888,91.0,3
BEEF3,2013,2014,0.3452441420524388,92.0,3
CPFE3,2013,2014,0.3369321644296874,93.0,3
LINX3,2013,2014,0.3367948074902073,94.0,3
ALPA4,2013,2014,0.3361228806973395,95.0,3
PCAR4,2013,2014,0.3336059996692658,96.0,3
SIMH3,2013,2014,0.3210799619400525,97.0,3
GRND3,2013,2014,0.3168619400309937,98.0,3
TECN3,2013,2014,0.3151931186481513,99.0,3
YDUQ3,2013,2014,0.3064369426620669,100.0,3
COGN3,2013,2014,0.2978325330996162,101.0,3
VLID3,2013,2014,0.2950447662337113,102.0,3
MDIA3,2013,2014,0.2757798286195348,103.0,3
LPSB3,2013,2014,0.2681390081324948,104.0,3
CTIP3,2013,2014,0.2616340984288752,105.0,3
AMAR3,2013,2014,0.2547039279836721,106.0,3
TGMA3,2013,2014,0.2546553479445433,107.0,3
EGIE3,2013,2014,0.2506227439092753,108.0,3
ARTR3,2013,2014,0.2465076276655004,109.0,3
WEGE3,2013,2014,0.242996926157278,110.0,3
GETI4,2013,2014,0.2345292289185169,111.0,3
APER3,2013,2014,0.2341894960613972,112.0,3
POMO4,2013,2014,0.2339858573735617,113.0,3
ECOR3,2013,2014,0.2339459416516555,114.0,3
RENT3,2013,2014,0.2231438747053506,115.0,3
UGPA3,2013,2014,0.2230764356429961,116.0,3
BBSE3,2013,2014,0.1893703409090909,117.0,3
TOTS3,2013,2014,0.1698522548673507,118.0,3
LREN3,2013,2014,0.1584513306101408,119.0,3
AZZA3,2013,2014,0.1574725386371961,120.0,3
HGTX3,2013,2014,0.1568511516249084,121.0,3
SAUD3,2013,2014,0.1386438187711068,122.0,3
MOTV3,2013,2014,0.1244262026449122,123.0,3
ABEV3,2013,2014,0.1192057040117929,124.0,3
AMBV4,2013,2014,0.1192057040117929,125.0,3
LAME4,2013,2014,0.0641540400195832,126.0,3
CRUZ3,2013,2014,0.0573358100905499,127.0,3
CIEL3,2013,2014,0.0559969861070992,128.0,3
NATU3,2013,2014,0.055214157409787,129.0,3
MPLU3,2013,2014,0.0285339214823544,130.0,3
AXIA6,2014,2015,6.260100674365042,1.0,1
PRIO3,2014,2015,4.155137146154885,2.0,1
RSID3,2014,2015,3.302359359425102,3.0,1
ENEV3,2014,2015,2.774277815373538,4.0,1
USIM5,2014,2015,2.37171396625844,5.0,1
PDGR3,2014,2015,2.365412395782815,6.0,1
BISA3,2014,2015,2.3567241535789756,7.0,1
GFSA3,2014,2015,2.284600925156549,8.0,1
GOAU4,2014,2015,1.82965770440057,9.0,1
CPLE6,2014,2015,1.6947073877082903,10.0,1
PETR4,2014,2015,1.6566787019573197,11.0,1
BRPR3,2014,2015,1.526160474618624,12.0,1
OIBR4,2014,2015,1.4674344924711322,13.0,1
GGBR4,2014,2015,1.4575146750468528,14.0,1
EVEN3,2014,2015,1.3605695466277568,15.0,1
BRAP4,2014,2015,1.339934194454962,16.0,1
MRVE3,2014,2015,1.2942475141024783,17.0,1
FIBR3,2014,2015,1.27289976216782,18.0,1
SUZB5,2014,2015,1.1936359019529084,19.0,1
LAND3,2014,2015,1.174473698701201,20.0,1
TCSA3,2014,2015,1.15113665834115,21.0,1
ELPL4,2014,2015,1.1376384403768174,22.0,1
CSMG3,2014,2015,1.1301164649023894,23.0,1
SLCE3,2014,2015,1.1157027487941948,24.0,1
PRML3,2014,2015,1.1124442555788387,25.0,1
BPHA3,2014,2015,1.1061811587989607,26.0,1
BRML3,2014,2015,1.0650584646743024,27.0,1
ENAT3,2014,2015,1.04829015798515,28.0,1
CYRE3,2014,2015,1.037890128983737,29.0,1
VALE5,2014,2015,1.0192975640313455,30.0,1
JBSS3,2014,2015,1.0021302778085657,31.0,1
SLED4,2014,2015,0.9564269023065464,32.0,1
MBRF3,2014,2015,0.945635215412931,33.0,1
NEXP3,2014,2015,0.939921297442234,34.0,1
ISAE4,2014,2015,0.93638589289219,35.0,1
VIVT4,2014,2015,0.9183897206647356,36.0,1
ENBR3,2014,2015,0.8823749031948372,37.0,1
B3SA3,2014,2015,0.8790845793617267,38.0,1
DIRR3,2014,2015,0.8748170586078429,39.0,1
PFRM3,2014,2015,0.84150539954685,40.0,1
BRKM5,2014,2015,0.8307026884371229,41.0,1
RAPT4,2014,2015,0.8156122809419051,42.0,2
ALLL3,2014,2015,0.7921475596793393,43.0,2
LIGT3,2014,2015,0.75966522757496,44.0,2
HBOR3,2014,2015,0.7498448094122017,45.0,2
CZLT33,2014,2015,0.7490239095239256,46.0,2
DXCO3,2014,2015,0.7418116268976441,47.0,2
ALUP11,2014,2015,0.7403619553000463,48.0,2
SULA11,2014,2015,0.7047581497880837,49.0,2
TUPY3,2014,2015,0.6931904486121322,50.0,2
KLBN11,2014,2015,0.6809813455806953,51.0,2
EZTC3,2014,2015,0.6749524919177963,52.0,2
ITSA4,2014,2015,0.6696046561503987,53.0,2
CMIG4,2014,2015,0.6378624108719237,54.0,2
FLRY3,2014,2015,0.6219824609209632,55.0,2
MYPK3,2014,2015,0.6133492862103406,56.0,2
CSAN3,2014,2015,0.6129491667066908,57.0,2
IGTA3,2014,2015,0.6108378668756143,58.0,2
TAEE11,2014,2015,0.5992788216333556,59.0,2
HYPE3,2014,2015,0.5988128945830722,60.0,2
ALSC3,2014,2015,0.5849045094553459,61.0,2
STBP11,2014,2015,0.5655211037777391,62.0,2
EMBJ3,2014,2015,0.560554279867047,63.0,2
PSSA3,2014,2015,0.5587533742268962,64.0,2
LPSB3,2014,2015,0.5465860012939099,65.0,2
ABRE11,2014,2015,0.5241383523248969,66.0,2
SEDU3,2014,2015,0.5241383523248969,67.0,2
IMCH3,2014,2015,0.5196983354171062,68.0,2
GRND3,2014,2015,0.4993881496232645,69.0,2
CSNA3,2014,2015,0.4931610905176585,70.0,2
AMER3,2014,2015,0.492172056849155,71.0,2
APER3,2014,2015,0.4848020190264736,72.0,2
SMTO3,2014,2015,0.4846027181999179,73.0,2
TIMS3,2014,2015,0.4755673183387772,74.0,2
RIAA3,2014,2015,0.4729348992404506,75.0,2
LEVE3,2014,2015,0.4648265066034716,76.0,2
EQTL3,2014,2015,0.4375886330239973,77.0,2
VVAR11,2014,2015,0.433287907775822,78.0,2
MGLU3,2014,2015,0.4256079289919608,79.0,2
MULT3,2014,2015,0.4089903039665885,80.0,2
SIMH3,2014,2015,0.4005735851540942,81.0,2
POMO4,2014,2015,0.387790915966935,82.0,2
AMAR3,2014,2015,0.3751017303383181,83.0,3
KEPL3,2014,2015,0.3743808365296667,84.0,3
ALPA4,2014,2015,0.3668849727164413,85.0,3
PCAR4,2014,2015,0.366364916640108,86.0,3
CPFE3,2014,2015,0.3475755553579318,87.0,3
BEEF3,2014,2015,0.3354129212631025,88.0,3
BRFS3,2014,2015,0.3242993586817425,89.0,3
ARTR3,2014,2015,0.3109889005747385,90.0,3
AEDU3,2014,2015,0.3003438501153037,91.0,3
QUAL3,2014,2015,0.2961222668756457,92.0,3
GETI4,2014,2015,0.2819670796014867,93.0,3
DAGB33,2014,2015,0.2803804941674109,94.0,3
MDIA3,2014,2015,0.2749294762362382,95.0,3
TGMA3,2014,2015,0.2716834170154451,96.0,3
HGTX3,2014,2015,0.2642722133353938,97.0,3
UGPA3,2014,2015,0.2622776576403687,98.0,3
VLID3,2014,2015,0.2615078140863788,99.0,3
LINX3,2014,2015,0.2513557247582244,100.0,3
EGIE3,2014,2015,0.244295344689284,101.0,3
ANIM3,2014,2015,0.2259758285989141,102.0,3
ECOR3,2014,2015,0.2246480442404444,103.0,3
CVCB3,2014,2015,0.2139014476034491,104.0,3
WEGE3,2014,2015,0.2029868640836504,105.0,3
YDUQ3,2014,2015,0.2026271183843292,106.0,3
RENT3,2014,2015,0.2011275431013904,107.0,3
CTIP3,2014,2015,0.2007397815790894,108.0,3
AZZA3,2014,2015,0.1905519776171429,109.0,3
COGN3,2014,2015,0.1870235867395811,110.0,3
LREN3,2014,2015,0.1757225150549747,111.0,3
SEER3,2014,2015,0.1750977663519988,112.0,3
TOTS3,2014,2015,0.1745462420976019,113.0,3
ABEV3,2014,2015,0.1652646742714474,114.0,3
GOLL54,2014,2015,0.1458458120271759,115.0,3
SAUD3,2014,2015,0.134761108556467,116.0,3
MOTV3,2014,2015,0.1219149640414248,117.0,3
BBSE3,2014,2015,0.1121091951156025,118.0,3
LAME4,2014,2015,0.0737562307987579,119.0,3
CRUZ3,2014,2015,0.0702198083104293,120.0,3
NATU3,2014,2015,0.0582842899908531,121.0,3
CIEL3,2014,2015,0.0489498101497762,122.0,3
MPLU3,2014,2015,0.0355478204353913,123.0,3
RSID3,2015,2016,14.67405913926298,1.0,1
AXIA6,2015,2016,6.530803964269665,2.0,1
GOAU4,2015,2016,5.141065717404153,3.0,1
PDGR3,2015,2016,4.8472009227050235,4.0,1
OIBR4,2015,2016,4.115473078277064,5.0,1
APER3,2015,2016,4.036920832132011,6.0,1
GFSA3,2015,2016,3.5223266841538297,7.0,1
CSMG3,2015,2016,3.4230824213333526,8.0,1
EVEN3,2015,2016,2.954717469988252,9.0,1
GGBR4,2015,2016,2.8982677990200747,10.0,1
TCSA3,2015,2016,2.6956128551983807,11.0,1
HBOR3,2015,2016,2.6162319948569146,12.0,1
BRAP4,2015,2016,2.6094532869935434,13.0,1
DIRR3,2015,2016,2.189951873823769,14.0,1
BRPR3,2015,2016,1.944986636699402,15.0,1
USIM5,2015,2016,1.8250173910224727,16.0,1
PETR4,2015,2016,1.7493491998330164,17.0,1
CPLE6,2015,2016,1.741070453296131,18.0,1
VALE5,2015,2016,1.7026778468635817,19.0,1
RAPT4,2015,2016,1.5743195609254248,20.0,1
CYRE3,2015,2016,1.5456964187337523,21.0,1
ENAT3,2015,2016,1.543160851784072,22.0,1
MYPK3,2015,2016,1.422727926369691,23.0,1
BRML3,2015,2016,1.3847015634127142,24.0,1
MRVE3,2015,2016,1.341118750641407,25.0,1
SLCE3,2015,2016,1.3311731863604472,26.0,1
PRML3,2015,2016,1.2298758156748983,27.0,1
RLOG3,2015,2016,1.2256219963984871,28.0,1
MGLU3,2015,2016,1.1807160983914209,29.0,1
CZLT33,2015,2016,1.1557463017772274,30.0,1
EZTC3,2015,2016,1.1427774477728465,31.0,1
BEMA3,2015,2016,1.092658078415736,32.0,1
LIGT3,2015,2016,1.0716164930246062,33.0,1
ENBR3,2015,2016,1.0488106051529584,34.0,1
RUMO3,2015,2016,0.993180540703916,35.0,1
TUPY3,2015,2016,0.9645857876336266,36.0,1
VIVT4,2015,2016,0.9612411184602806,37.0,2
DXCO3,2015,2016,0.9577032602603804,38.0,2
ELPL4,2015,2016,0.9543068166266584,39.0,2
CMIG4,2015,2016,0.9443368238279116,40.0,2
B3SA3,2015,2016,0.924952541577123,41.0,2
POMO4,2015,2016,0.8712123220442832,42.0,2
CSAN3,2015,2016,0.8554204309576721,43.0,2
RIAA3,2015,2016,0.8231414868105515,44.0,2
SULA11,2015,2016,0.8144282563735936,45.0,2
ISAE4,2015,2016,0.8118690483869562,46.0,2
ALSC3,2015,2016,0.7440160548883027,47.0,2
CSNA3,2015,2016,0.7376784871679858,48.0,2
ALUP11,2015,2016,0.7235617196914809,49.0,2
ARTR3,2015,2016,0.6900552682740789,50.0,2
ITSA4,2015,2016,0.6887733107017876,51.0,2
EMBJ3,2015,2016,0.6771882629762268,52.0,2
TIMS3,2015,2016,0.6683243420697904,53.0,2
VVAR11,2015,2016,0.6558456813170117,54.0,2
SMTO3,2015,2016,0.641174891707194,55.0,2
COGN3,2015,2016,0.6296870237991623,56.0,2
TAEE11,2015,2016,0.6223497961100233,57.0,2
FIBR3,2015,2016,0.61808543060318,58.0,2
IGTA3,2015,2016,0.5927394298364084,59.0,2
DAGB33,2015,2016,0.5865059741539387,60.0,2
AMER3,2015,2016,0.5679766802304941,61.0,2
FLRY3,2015,2016,0.5640267388839427,62.0,2
JBSS3,2015,2016,0.5563568297128162,63.0,2
PCAR4,2015,2016,0.5494952521849239,64.0,2
SUZB5,2015,2016,0.547723232325571,65.0,2
ALPA4,2015,2016,0.542718460719289,66.0,2
BRKM5,2015,2016,0.5411454307215026,67.0,2
HGTX3,2015,2016,0.5382306158739923,68.0,2
HYPE3,2015,2016,0.5368845649876366,69.0,2
LEVE3,2015,2016,0.4968606802988956,70.0,2
EQTL3,2015,2016,0.4927776409453985,71.0,2
SEDU3,2015,2016,0.485012866225095,72.0,2
GRND3,2015,2016,0.4752132977488092,73.0,3
PSSA3,2015,2016,0.4676299752377598,74.0,3
YDUQ3,2015,2016,0.4631119373069901,75.0,3
MULT3,2015,2016,0.4587271269589322,76.0,3
QUAL3,2015,2016,0.4384580539182571,77.0,3
SEER3,2015,2016,0.4156053227251273,78.0,3
CPFE3,2015,2016,0.3787402917505816,79.0,3
MDIA3,2015,2016,0.3785206129937405,80.0,3
KLBN11,2015,2016,0.3716410420841875,81.0,3
ECOR3,2015,2016,0.3583972263673646,82.0,3
ANIM3,2015,2016,0.352867786351508,83.0,3
LINX3,2015,2016,0.2876624532723825,84.0,3
RENT3,2015,2016,0.2826044623522034,85.0,3
EGIE3,2015,2016,0.2741124233640222,86.0,3
AZZA3,2015,2016,0.2706895363515016,87.0,3
BRFS3,2015,2016,0.2609768408655656,88.0,3
MBRF3,2015,2016,0.2460415528024059,89.0,3
GETI4,2015,2016,0.2415239685870462,90.0,3
VLID3,2015,2016,0.2413698595094847,91.0,3
UGPA3,2015,2016,0.2250437901513248,92.0,3
CVCB3,2015,2016,0.1930352405419561,93.0,3
CTIP3,2015,2016,0.1915011610630304,94.0,3
TOTS3,2015,2016,0.1863745153588115,95.0,3
WEGE3,2015,2016,0.1766201422567836,96.0,3
MOTV3,2015,2016,0.1490632531187628,97.0,3
ABEV3,2015,2016,0.1473908961677764,98.0,3
LREN3,2015,2016,0.1386905783778395,99.0,3
SAUD3,2015,2016,0.1109913723189657,100.0,3
BBSE3,2015,2016,0.1062237067029391,101.0,3
BEEF3,2015,2016,0.1032132251830148,102.0,3
LAME4,2015,2016,0.0896525713477331,103.0,3
NATU3,2015,2016,0.0791778368701192,104.0,3
CIEL3,2015,2016,0.0642967306639984,105.0,3
CRUZ3,2015,2016,0.0634640418727384,106.0,3
SMLS3,2015,2016,0.0562686249198796,107.0,3
WIZC3,2015,2016,0.0393651560707124,108.0,3
MPLU3,2015,2016,0.0391897114264342,109.0,3
OIBR4,2016,2017,8.555986996731468,1.0,1
PDGR3,2016,2017,6.456745871584399,2.0,1
GOAU4,2016,2017,5.451296453628875,3.0,1
GFSA3,2016,2017,4.021922551621989,4.0,1
TCSA3,2016,2017,3.81671469740634,5.0,1
USIM5,2016,2017,3.657546861297373,6.0,1
GGBR4,2016,2017,2.9893040118205203,7.0,1
AXIA3,2016,2017,2.7335760194563967,8.0,1
BRAP4,2016,2017,2.697223814880264,9.0,1
EVEN3,2016,2017,2.5832464391350585,10.0,1
CPLE6,2016,2017,2.3063547193666043,11.0,1
ENAT3,2016,2017,2.2634670805055106,12.0,1
BRPR3,2016,2017,2.139664954330244,13.0,1
DIRR3,2016,2017,2.1253251040549013,14.0,1
PETR4,2016,2017,1.9604664639830616,15.0,1
FESA4,2016,2017,1.9125772942111183,16.0,1
MEAL3,2016,2017,1.6491371049120171,17.0,1
CSMG3,2016,2017,1.6360015369983776,18.0,1
VALE5,2016,2017,1.6312526668253378,19.0,1
SLCE3,2016,2017,1.6248304589475644,20.0,1
LIGT3,2016,2017,1.567229795007279,21.0,1
PRML3,2016,2017,1.5656624894883422,22.0,1
ELPL4,2016,2017,1.53254522732043,23.0,1
CYRE3,2016,2017,1.5299336926888722,24.0,1
CMIG4,2016,2017,1.5184051017582934,25.0,1
RAPT4,2016,2017,1.4848624222595483,26.0,1
MYPK3,2016,2017,1.3833882634971912,27.0,1
TUPY3,2016,2017,1.3351992393583167,28.0,1
VVAR11,2016,2017,1.2522208653856035,29.0,1
AMER3,2016,2017,1.2498363741494554,30.0,1
BRML3,2016,2017,1.2180791793344912,31.0,1
FIBR3,2016,2017,1.1947354481582868,32.0,1
ENBR3,2016,2017,1.1871248551736786,33.0,1
RLOG3,2016,2017,1.1630005782577018,34.0,1
CZLT33,2016,2017,1.1048153307741448,35.0,1
MRVE3,2016,2017,1.0527095670213698,36.0,2
EZTC3,2016,2017,1.047217850367108,37.0,2
TIMS3,2016,2017,1.0132938961823437,38.0,2
VIVT4,2016,2017,0.9653428411865476,39.0,2
EMBJ3,2016,2017,0.9298935112624056,40.0,2
SULA11,2016,2017,0.9007172972482684,41.0,2
RUMO3,2016,2017,0.8995954826678424,42.0,2
SUZB5,2016,2017,0.8876640459071277,43.0,2
JBSS3,2016,2017,0.8484864536014506,44.0,2
POMO4,2016,2017,0.8475596612959769,45.0,2
ITSA4,2016,2017,0.8446529758892964,46.0,2
ALUP11,2016,2017,0.8388678995038469,47.0,2
PCAR4,2016,2017,0.8152512717998462,48.0,2
MGLU3,2016,2017,0.8115976101057837,49.0,2
ALSC3,2016,2017,0.796857717359418,50.0,2
PSSA3,2016,2017,0.7816022680852192,51.0,2
DXCO3,2016,2017,0.7746990698051891,52.0,2
TAEE11,2016,2017,0.649152978915275,53.0,2
CSAN3,2016,2017,0.6395906107674768,54.0,2
HYPE3,2016,2017,0.6144936291372873,55.0,2
COGN3,2016,2017,0.6098711433639388,56.0,2
ANIM3,2016,2017,0.5825742164044351,57.0,2
SEER3,2016,2017,0.5806237533605327,58.0,2
B3SA3,2016,2017,0.5755156938169007,59.0,2
ISAE4,2016,2017,0.575314904083521,60.0,2
CSNA3,2016,2017,0.569040417027371,61.0,2
IGTA3,2016,2017,0.5400306593152893,62.0,2
GRND3,2016,2017,0.538599624974585,63.0,2
VLID3,2016,2017,0.5353555967841682,64.0,2
MBRF3,2016,2017,0.5241778257449392,65.0,2
YDUQ3,2016,2017,0.5128551840186816,66.0,2
HGTX3,2016,2017,0.4925908765675311,67.0,2
SMTO3,2016,2017,0.4663953657088165,68.0,2
LEVE3,2016,2017,0.4619045075720152,69.0,2
DAGB33,2016,2017,0.4618135949761333,70.0,2
CGAS5,2016,2017,0.455449343814189,71.0,3
BRKM5,2016,2017,0.4170372389515038,72.0,3
KLBN11,2016,2017,0.4169581446290753,73.0,3
QUAL3,2016,2017,0.4129206962458397,74.0,3
