ticker,data,ano_mes_carteira,market_cap,indicator_rank,tercile
CVCB3,2018,2019,8868451.7625,78.0,2
RIAA3,2018,2019,10070424.0,79.0,2
BRAP4,2018,2019,10520208.766,80.0,2
BRML3,2018,2019,11008364.34,81.0,2
ISAE4,2018,2019,11376686.257,82.0,2
SULA11,2018,2019,11381341.509,83.0,2
AZUL54,2018,2019,12184196.472,84.0,2
CSNA3,2018,2019,12200212.595,85.0,2
USIM5,2018,2019,12894230.616,86.0,2
CSAN3,2018,2019,13133588.103,87.0,2
ENGI11,2018,2019,13872268.452,88.0,2
MULT3,2018,2019,14379793.3,89.0,3
COGN3,2018,2019,14454600.687,90.0,3
MDIA3,2018,2019,14509200.0,91.0,3
EQTL3,2018,2019,14820270.099,92.0,3
GNDI3,2018,2019,15368073.094,93.0,3
EMBJ3,2018,2019,15951862.16,94.0,3
PSSA3,2018,2019,16859729.95,95.0,3
BRFS3,2018,2019,17794353.362,96.0,3
KLBN11,2018,2019,17945110.312,97.0,3
RADL3,2018,2019,18821748.31,98.0,3
HYPE3,2018,2019,19087807.984,99.0,3
AMER3,2018,2019,19214939.384,100.0,3
NATU3,2018,2019,19382715.0,101.0,3
RENT3,2018,2019,19694053.75,102.0,3
CMIG4,2018,2019,20781035.64,103.0,3
HAPV3,2018,2019,20965107.478,104.0,3
PCAR4,2018,2019,21590239.76,105.0,3
MOTV3,2018,2019,22624000.0,106.0,3
GGBR4,2018,2019,23661566.776,107.0,3
CIEL3,2018,2019,24129536.935,108.0,3
IRBR3,2018,2019,25907269.367,109.0,3
RAIL3,2018,2019,26503270.266,110.0,3
EGIE3,2018,2019,26941933.975,111.0,3
TIMS3,2018,2019,28679940.72,112.0,3
UGPA3,2018,2019,28888395.18,113.0,3
LAME4,2018,2019,28966022.174,114.0,3
CPFE3,2018,2019,29366840.422,115.0,3
VBBR3,2018,2019,29940500.0,116.0,3
LREN3,2018,2019,30440613.6,117.0,3
JBSS3,2018,2019,30865422.265,118.0,3
AXIA3,2018,2019,33820949.214,119.0,3
MGLU3,2018,2019,34103746.062,120.0,3
CRFB3,2018,2019,35880392.823,121.0,3
WEGE3,2018,2019,36784269.119,122.0,3
BRKM5,2018,2019,36869400.977,123.0,3
FIBR3,2018,2019,37432410.356,124.0,3
SUZB3,2018,2019,41651294.72,125.0,3
B3SA3,2018,2019,54805425.786,126.0,3
BBSE3,2018,2019,55086113.52,127.0,3
VIVT4,2018,2019,75255714.86,128.0,3
ITSA4,2018,2019,105126836.64,129.0,3
ABEV3,2018,2019,241790810.22,130.0,3
VALE3,2018,2019,261439209.61,131.0,3
PETR4,2018,2019,316085347.0,132.0,3
PTBL3,2019,2020,851085.93,1.0,1
GFSA3,2019,2020,1014554.73,2.0,1
GBIO33,2019,2020,1054952.7758,3.0,1
ROMI3,2019,2020,1103151.7048,4.0,1
VLID3,2019,2020,1193778.9,5.0,1
PMAM3,2019,2020,1262576.0487,6.0,1
TCSA3,2019,2020,1347231.36,7.0,1
LPSB3,2019,2020,1406199.15,8.0,1
MEAL3,2019,2020,1588688.052,9.0,1
SQIA3,2019,2020,1728445.894,10.0,1
FESA4,2019,2020,2092405.226,11.0,1
AALR3,2019,2020,2148090.3946,12.0,1
DIRR3,2019,2020,2218875.15,13.0,1
WIZC3,2019,2020,2257890.8218,14.0,1
VULC3,2019,2020,2260955.2,15.0,1
ANIM3,2019,2020,2361929.9698,16.0,1
TGMA3,2019,2020,2482557.1158,17.0,1
MILS3,2019,2020,2608194.6,18.0,1
TRIS3,2019,2020,2855255.4,19.0,1
TEND3,2019,2020,2938543.65,20.0,1
HBOR3,2019,2020,3018779.4,21.0,1
EVEN3,2019,2020,3266198.682,22.0,1
LOGG3,2019,2020,3316081.14,23.0,1
IGTI3,2019,2020,3322204.2,24.0,1
CAML3,2019,2020,3333700.0,25.0,1
AMAR3,2019,2020,3461936.64,26.0,1
UNIP6,2019,2020,3519295.3036,27.0,1
PARD3,2019,2020,3543200.18,28.0,1
MYPK3,2019,2020,3562293.7,29.0,1
SEER3,2019,2020,3572023.29,30.0,1
TUPY3,2019,2020,3647703.4,31.0,1
LEVE3,2019,2020,3695284.8,32.0,1
ZAMP3,2019,2020,4033974.9038,33.0,1
ENAT3,2019,2020,4195639.92,34.0,1
POMO4,2019,2020,4204738.6474,35.0,1
RAPT4,2019,2020,4325074.4,36.0,1
PRIO3,2019,2020,4419458.8164,37.0,1
JHSF3,2019,2020,4549367.6645,38.0,1
SLCE3,2019,2020,4637720.2304,39.0,1
SMLS3,2019,2020,4842167.4878,40.0,1
OIBR3,2019,2020,5176720.73,41.0,1
STBP3,2019,2020,5461483.34,42.0,1
HGTX3,2019,2020,5529015.08,43.0,1
SIMH3,2019,2020,5534619.1174,44.0,1
MOVI3,2019,2020,5686112.2681,45.0,2
AZZA3,2019,2020,5820736.0,46.0,2
SRNA3,2019,2020,6016988.5,47.0,2
LINX3,2019,2020,6359278.039,48.0,2
CVCB3,2019,2020,6523041.7134,49.0,2
AESB3,2019,2020,6972462.49,50.0,2
MBRF3,2019,2020,6981935.9366,51.0,2
BRPR3,2019,2020,7065704.24,52.0,2
LIGT3,2019,2020,7221473.2656,53.0,2
SBFG3,2019,2020,7392746.5894,54.0,2
SMTO3,2019,2020,8246195.5215,55.0,2
CSMG3,2019,2020,8593528.06,56.0,2
SAUD3,2019,2020,8940853.4112,57.0,2
ECOR3,2019,2020,9070835.9,58.0,2
ALUP11,2019,2020,9189510.3345,59.0,2
IGTA3,2019,2020,9328579.3495,60.0,2
MRVE3,2019,2020,9564342.55,61.0,2
FLRY3,2019,2020,9670208.3638,62.0,2
GOAU4,2019,2020,9801520.7805,63.0,2
SAPR11,2019,2020,9844576.4934,64.0,2
QUAL3,2019,2020,10442764.237,65.0,2
TAEE11,2019,2020,10721761.42,66.0,2
RLOG3,2019,2020,10742804.033,67.0,2
GRND3,2019,2020,11073981.2,68.0,2
LCAM3,2019,2020,11408557.039,69.0,2
CYRE3,2019,2020,11413637.63,70.0,2
DXCO3,2019,2020,11532335.76,71.0,2
EZTC3,2019,2020,11781300.0,72.0,2
GUAR4,2019,2020,11842471.68,73.0,2
RIAA3,2019,2020,11842471.68,74.0,2
USIM5,2019,2020,11946382.134,75.0,2
TOTS3,2019,2020,12308755.996,76.0,2
MDIA3,2019,2020,12847850.0,77.0,2
BRAP4,2019,2020,12967223.91,78.0,2
ENBR3,2019,2020,13130212.619,79.0,2
ENEV3,2019,2020,13783452.27,80.0,2
YDUQ3,2019,2020,14281397.5,81.0,2
BHIA3,2019,2020,14510422.01,82.0,2
EMBJ3,2019,2020,14522858.4,83.0,2
BRML3,2019,2020,15226819.44,84.0,2
ISAE4,2019,2020,16151797.4,85.0,2
ALPA4,2019,2020,17519415.178,86.0,2
COGN3,2019,2020,18689585.895,87.0,2
CPLE6,2019,2020,18905727.684,88.0,2
CSNA3,2019,2020,19473416.258,89.0,3
MULT3,2019,2020,19653156.073,90.0,3
KLBN11,2019,2020,20098364.252,91.0,3
PSSA3,2019,2020,20260063.54,92.0,3
CMIG4,2019,2020,20986159.09,93.0,3
ENGI11,2019,2020,21041102.351,94.0,3
HYPE3,2019,2020,22522999.046,95.0,3
EQTL3,2019,2020,23022140.877,96.0,3
PCAR4,2019,2020,23592121.0,97.0,3
BRKM5,2019,2020,24520763.284,98.0,3
SULA11,2019,2020,24797324.482,99.0,3
CSAN3,2019,2020,27191727.459,100.0,3
UGPA3,2019,2020,27672041.699,101.0,3
BRFS3,2019,2020,28573944.96,102.0,3
NEOE3,2019,2020,30199269.36,103.0,3
GGBR4,2019,2020,32325937.899,104.0,3
AMER3,2019,2020,32890191.409,105.0,3
NATU3,2019,2020,33475033.53,106.0,3
VBBR3,2019,2020,35031550.0,107.0,3
RENT3,2019,2020,35826172.47,108.0,3
IRBR3,2019,2020,36272039.529,109.0,3
RADL3,2019,2020,36802859.028,110.0,3
TIMS3,2019,2020,37934279.988,111.0,3
MOTV3,2019,2020,38339600.0,112.0,3
LAME4,2019,2020,38550350.952,113.0,3
RAIL3,2019,2020,40690314.938,114.0,3
CPFE3,2019,2020,40962645.342,115.0,3
GNDI3,2019,2020,41160004.158,116.0,3
EGIE3,2019,2020,41449129.192,117.0,3
LREN3,2019,2020,44599520.13,118.0,3
CRFB3,2019,2020,46341708.237,119.0,3
HAPV3,2019,2020,47476770.255,120.0,3
AXIA3,2019,2020,51246978.273,121.0,3
SUZB3,2019,2020,53537112.294,122.0,3
JBSS3,2019,2020,68758050.808,123.0,3
WEGE3,2019,2020,72700765.202,124.0,3
BBSE3,2019,2020,75271863.996,125.0,3
MGLU3,2019,2020,77244741.921,126.0,3
B3SA3,2019,2020,87196861.423,127.0,3
VIVT4,2019,2020,91470453.171,128.0,3
ITSA4,2019,2020,118392789.83,129.0,3
VALE3,2019,2020,273337484.54,130.0,3
ABEV3,2019,2020,293678222.51,131.0,3
PETR4,2019,2020,407218846.6,132.0,3
SHOW3,2020,2021,267629.61,1.0,1
PRNR3,2020,2021,337199.9592,2.0,1
VSTE3,2020,2021,340812.45,3.0,1
SGPS3,2020,2021,389500.0,4.0,1
VLID3,2020,2021,650773.95,5.0,1
ETER3,2020,2021,653574.9,6.0,1
POSI3,2020,2021,716029.8,7.0,1
LPSB3,2020,2021,734823.9,8.0,1
TCSA3,2020,2021,735453.81,9.0,1
PFRM3,2020,2021,747927.1,10.0,1
MDNE3,2020,2021,984948.75,11.0,1
KEPL3,2020,2021,999856.0,12.0,1
PTBL3,2020,2021,1060068.94,13.0,1
ROMI3,2020,2021,1133009.0949,14.0,1
MEAL3,2020,2021,1201718.9453,15.0,1
SHUL4,2020,2021,1204907.724,16.0,1
WIZC3,2020,2021,1285654.5473,17.0,1
GFSA3,2020,2021,1306452.9,18.0,1
AALR3,2020,2021,1312839.7905,19.0,1
AGRO3,2020,2021,1472980.35,20.0,1
MILS3,2020,2021,1539129.75,21.0,1
HBOR3,2020,2021,1622847.62,22.0,1
SQIA3,2020,2021,1654760.584,23.0,1
LOGN3,2020,2021,1687095.3794,24.0,1
TGMA3,2020,2021,1778341.7108,25.0,1
AMAR3,2020,2021,1780801.38,26.0,1
MTRE3,2020,2021,1798171.94,27.0,1
DIRR3,2020,2021,1920377.8617,28.0,1
VULC3,2020,2021,1963590.44,29.0,1
FESA4,2020,2021,1984459.8321,30.0,1
SEER3,2020,2021,2010630.7672,31.0,1
SYNE3,2020,2021,2091222.8,32.0,1
TRIS3,2020,2021,2278720.5,33.0,1
IGTI3,2020,2021,2310601.81,34.0,1
MYPK3,2020,2021,2361735.0,35.0,1
EVEN3,2020,2021,2489674.8819,36.0,1
POMO4,2020,2021,2644735.3846,37.0,1
LEVE3,2020,2021,2690629.245,38.0,1
HGTX3,2020,2021,2724484.09,39.0,1
PARD3,2020,2021,2887905.6,40.0,1
SMLS3,2020,2021,2911527.4479,41.0,1
TEND3,2020,2021,2969246.88,42.0,1
ZAMP3,2020,2021,2988046.7352,43.0,1
TUPY3,2020,2021,3022888.41,44.0,1
ENAT3,2020,2021,3111127.203,45.0,1
PNVL3,2020,2021,3251525.5693,46.0,1
LOGG3,2020,2021,3494312.03,47.0,1
CEAB3,2020,2021,3973278.9265,48.0,1
CAML3,2020,2021,4075336.368,49.0,1
STBP3,2020,2021,4523295.0,50.0,1
UNIP6,2020,2021,4751034.2872,51.0,2
ANIM3,2020,2021,4767612.372,52.0,2
BRPR3,2020,2021,4779838.8,53.0,2
RAPT4,2020,2021,4785302.4,54.0,2
SLCE3,2020,2021,5149196.4465,55.0,2
COCE5,2020,2021,5276973.9462,56.0,2
BEEF3,2020,2021,5325848.4875,57.0,2
JHSF3,2020,2021,5348371.1062,58.0,2
MOVI3,2020,2021,6146983.0299,59.0,2
CSMG3,2020,2021,6218568.4,60.0,2
EMBJ3,2020,2021,6515131.05,61.0,2
IGTA3,2020,2021,6543369.8156,62.0,2
LINX3,2020,2021,6581468.1336,63.0,2
AESB3,2020,2021,6660846.86,64.0,2
TIET4,2020,2021,6660846.86,65.0,2
AZZA3,2020,2021,6792568.86,66.0,2
VIVA3,2020,2021,6958386.2747,67.0,2
SBFG3,2020,2021,7188965.8368,68.0,2
SIMH3,2020,2021,7288023.241,69.0,2
LIGT3,2020,2021,7385597.658,70.0,2
RIAA3,2020,2021,7443072.0,71.0,2
ECOR3,2020,2021,7460272.82,72.0,2
GRND3,2020,2021,7554595.14,73.0,2
SAUD3,2020,2021,7717338.2021,74.0,2
ALOS3,2020,2021,7727018.9453,75.0,2
ALUP11,2020,2021,7859907.6523,76.0,2
SRNA3,2020,2021,7907013.6072,77.0,2
SAPR11,2020,2021,8014769.5612,78.0,2
BRML3,2020,2021,8352907.2,79.0,2
FLRY3,2020,2021,8569828.1031,80.0,2
RLOG3,2020,2021,8574280.7009,81.0,2
COGN3,2020,2021,8653320.9371,82.0,2
MRVE3,2020,2021,9133009.35,83.0,2
CESP6,2020,2021,9405331.9736,84.0,2
SMTO3,2020,2021,9476821.8058,85.0,2
PRIO3,2020,2021,9606915.6179,86.0,2
EZTC3,2020,2021,9738300.0,87.0,2
QUAL3,2020,2021,9886962.3901,88.0,2
YDUQ3,2020,2021,9918170.52,89.0,2
MBRF3,2020,2021,10040293.269,90.0,2
LWSA3,2020,2021,10129256.043,91.0,2
IRBR3,2020,2021,10268243.831,92.0,2
CYRE3,2020,2021,11335177.92,93.0,2
MDIA3,2020,2021,11512358.474,94.0,2
TAEE11,2020,2021,11570738.57,95.0,2
GOAU4,2020,2021,11653433.239,96.0,2
ENBR3,2020,2021,11764651.5,97.0,2
OIBR3,2020,2021,13191865.9,98.0,2
DXCO3,2020,2021,13217337.54,99.0,2
MULT3,2020,2021,13963596.845,100.0,2
LCAM3,2020,2021,14853216.173,101.0,3
PSSA3,2020,2021,15676276.0,102.0,3
TOTS3,2020,2021,16306055.568,103.0,3
SULA11,2020,2021,17777835.821,104.0,3
BRFS3,2020,2021,17801865.851,105.0,3
ISAE4,2020,2021,18720768.792,106.0,3
USIM5,2020,2021,18736848.464,107.0,3
ENEV3,2020,2021,19613415.6,108.0,3
CPLE6,2020,2021,19791280.267,109.0,3
PCAR3,2020,2021,20121880.65,110.0,3
BRAP4,2020,2021,21382799.77,111.0,3
NEOE3,2020,2021,21387103.14,112.0,3
HYPE3,2020,2021,21694338.635,113.0,3
ENGI11,2020,2021,21857284.647,114.0,3
CMIG4,2020,2021,22605151.114,115.0,3
ALPA4,2020,2021,23136438.414,116.0,3
EQTL3,2020,2021,23371707.529,117.0,3
VBBR3,2020,2021,25781450.0,118.0,3
BHIA3,2020,2021,25808198.72,119.0,3
UGPA3,2020,2021,25882916.882,120.0,3
MOTV3,2020,2021,27209400.0,121.0,3
KLBN11,2020,2021,28948078.887,122.0,3
CSAN3,2020,2021,28963768.652,123.0,3
LREN3,2020,2021,34527698.94,124.0,3
TIMS3,2020,2021,35458962.067,125.0,3
RAIL3,2020,2021,35646655.493,126.0,3
EGIE3,2020,2021,35851864.896,127.0,3
CPFE3,2020,2021,37505882.022,128.0,3
CRFB3,2020,2021,38493009.58,129.0,3
GGBR4,2020,2021,39208449.142,130.0,3
RADL3,2020,2021,41302241.021,131.0,3
AMER3,2020,2021,42330870.412,132.0,3
CSNA3,2020,2021,43956648.322,133.0,3
LAME4,2020,2021,45222604.88,134.0,3
GNDI3,2020,2021,47722480.347,135.0,3
RENT3,2020,2021,51827715.45,136.0,3
HAPV3,2020,2021,56689789.835,137.0,3
AXIA3,2020,2021,57626440.547,138.0,3
BBSE3,2020,2021,59160285.598,139.0,3
JBSS3,2020,2021,61765024.954,140.0,3
NATU3,2020,2021,72179152.5,141.0,3
VIVT4,2020,2021,78500091.0,142.0,3
SUZB3,2020,2021,78983431.293,143.0,3
ITSA4,2020,2021,100421661.13,144.0,3
B3SA3,2020,2021,124944357.93,145.0,3
WEGE3,2020,2021,158882831.46,146.0,3
MGLU3,2020,2021,161261509.64,147.0,3
ABEV3,2020,2021,246251419.75,148.0,3
PETR4,2020,2021,373468194.15,149.0,3
VALE3,2020,2021,448610718.0,150.0,3
NEXP3,2021,2022,85735.1,1.0,1
LUPA3,2021,2022,154900.85996,2.0,1
TECN3,2021,2022,170579.32008,3.0,1
SHOW3,2021,2022,251450.49,4.0,1
TCSA3,2021,2022,265764.59,5.0,1
PRNR3,2021,2022,267901.04671,6.0,1
LPSB3,2021,2022,314380.94,7.0,1
TPIS3,2021,2022,366099.77,8.0,1
WEST3,2021,2022,385441.14,9.0,1
MDNE3,2021,2022,486001.15,10.0,1
APER3,2021,2022,510982.1937,11.0,1
TOKY3,2021,2022,519671.2,12.0,1
OPCT3,2021,2022,541845.912,13.0,1
ENJU3,2021,2022,563889.6,14.0,1
G2DI33,2021,2022,617992.72537,15.0,1
HBOR3,2021,2022,621007.92,16.0,1
NGRD3,2021,2022,622614.20457,17.0,1
PLPL3,2021,2022,656194.5,18.0,1
GFSA3,2021,2022,677669.49,19.0,1
VLID3,2021,2022,685532.0494,20.0,1
MEAL3,2021,2022,693626.5629,21.0,1
PFRM3,2021,2022,723404.9,22.0,1
MELK3,2021,2022,788519.3199,23.0,1
MTRE3,2021,2022,885335.2434,24.0,1
POWE3,2021,2022,951238.02216,25.0,1
DEXP3,2021,2022,966454.72824,26.0,1
TGMA3,2021,2022,1030607.3763,27.0,1
LAVV3,2021,2022,1064197.3139,28.0,1
TRIS3,2021,2022,1083572.35,29.0,1
MOSI3,2021,2022,1084919.15,30.0,1
SYNE3,2021,2022,1099036.8,31.0,1
KEPL3,2021,2022,1174473.98,32.0,1
WIZC3,2021,2022,1272861.9647,33.0,1
ETER3,2021,2022,1294636.32,34.0,1
AMAR3,2021,2022,1302134.5806,35.0,1
EVEN3,2021,2022,1345452.1805,36.0,1
BMOB3,2021,2022,1349452.5052,37.0,1
ROMI3,2021,2022,1350077.504,38.0,1
SEER3,2021,2022,1350289.1644,39.0,1
PTBL3,2021,2022,1359114.68,40.0,1
ELMD3,2021,2022,1391447.48,41.0,1
SQIA3,2021,2022,1417454.2938,42.0,1
SHUL4,2021,2022,1501272.8677,43.0,1
POSI3,2021,2022,1523580.2,44.0,1
MILS3,2021,2022,1555575.21,45.0,1
ALLD3,2021,2022,1584757.0,46.0,1
TEND3,2021,2022,1608471.18,47.0,1
ZAMP3,2021,2022,1639313.7134,48.0,1
RANI3,2021,2022,1735722.6,49.0,1
AALR3,2021,2022,1761918.2218,50.0,1
CEAB3,2021,2022,1894387.9932,51.0,1
DIRR3,2021,2022,1896286.3457,52.0,1
ORVR3,2021,2022,1923350.0,53.0,1
SEQL3,2021,2022,1971555.8813,54.0,1
PNVL3,2021,2022,1979995.6757,55.0,1
ESPA3,2021,2022,2032039.9091,56.0,1
CURY3,2021,2022,2042995.416,57.0,1
TFCO4,2021,2022,2069945.293,58.0,1
LJQQ3,2021,2022,2095775.1,59.0,1
JSLG3,2021,2022,2144000.6578,60.0,1
VULC3,2021,2022,2246209.84,61.0,1
MYPK3,2021,2022,2338879.5,62.0,1
PARD3,2021,2022,2448012.0,63.0,1
LOGN3,2021,2022,2469088.168,64.0,1
LOGG3,2021,2022,2557097.19,65.0,1
CASH3,2021,2022,2596273.3591,66.0,2
HBSA3,2021,2022,2623321.35,67.0,2
POMO4,2021,2022,2678602.8013,68.0,2
AGRO3,2021,2022,2855735.4056,69.0,2
TUPY3,2021,2022,2876351.1,70.0,2
TASA4,2021,2022,2880985.4323,71.0,2
CSED3,2021,2022,2940031.248,72.0,2
FRAS3,2021,2022,2988904.38,73.0,2
CVCB3,2021,2022,3018511.5767,74.0,2
JALL3,2021,2022,3076637.63,75.0,2
IGTI3,2021,2022,3144270.1232,76.0,2
BOAS3,2021,2022,3188642.238,77.0,2
AURA33,2021,2022,3251007.81,78.0,2
ANIM3,2021,2022,3305078.658,79.0,2
BRPR3,2021,2022,3392234.74,80.0,2
ENAT3,2021,2022,3502077.2742,81.0,2
RAPT4,2021,2022,3774409.69,82.0,2
JHSF3,2021,2022,3801671.6607,83.0,2
LEVE3,2021,2022,3881978.9025,84.0,2
PORT3,2021,2022,4056842.5728,85.0,2
CAML3,2021,2022,4119713.63,86.0,2
LIGT3,2021,2022,4377525.057,87.0,2
FESA4,2021,2022,4394912.894,88.0,2
EZTC3,2021,2022,4539165.9064,89.0,2
OIBR3,2021,2022,4604870.92,90.0,2
COGN3,2021,2022,4609414.1957,91.0,2
RECV3,2021,2022,4644595.8757,92.0,2
QUAL3,2021,2022,4694045.0505,93.0,2
AMBP3,2021,2022,4763623.1018,94.0,2
CSMG3,2021,2022,4819390.51,95.0,2
IFCM3,2021,2022,4869489.45,96.0,2
RIAA3,2021,2022,4917094.784,97.0,2
AERI3,2021,2022,4999048.1368,98.0,2
IRBR3,2021,2022,5046251.8586,99.0,2
ECOR3,2021,2022,5091945.72,100.0,2
AESB3,2021,2022,5447618.8997,101.0,2
TIET4,2021,2022,5447618.8997,102.0,2
SBFG3,2021,2022,5469885.4752,103.0,2
STBP3,2021,2022,5545309.16,104.0,2
SAPR11,2021,2022,5638324.2584,105.0,2
MOVI3,2021,2022,5701561.4304,106.0,2
FLRY3,2021,2022,5702268.0464,107.0,2
ALOS3,2021,2022,5742241.6409,108.0,2
MRVE3,2021,2022,5794488.0,109.0,2
PCAR3,2021,2022,5850063.68,110.0,2
VIVA3,2021,2022,6008871.2434,111.0,2
CYRE3,2021,2022,6067473.12,112.0,2
BEEF3,2021,2022,6186664.8568,113.0,2
YDUQ3,2021,2022,6211443.28,114.0,2
SAUD3,2021,2022,6511517.3844,115.0,2
BLAU3,2021,2022,6529939.3796,116.0,2
BRAV3,2021,2022,6796997.7669,117.0,2
BRML3,2021,2022,6882956.94,118.0,2
SRNA3,2021,2022,7022195.7811,119.0,2
CESP6,2021,2022,7095638.48,120.0,2
ALUP11,2021,2022,7097902.4013,121.0,2
AZZA3,2021,2022,7648671.87,122.0,2
LWSA3,2021,2022,7722723.596,123.0,2
GRND3,2021,2022,7801902.1,124.0,2
BHIA3,2021,2022,8379693.0,125.0,2
SLCE3,2021,2022,8506452.654,126.0,2
MDIA3,2021,2022,8606785.6503,127.0,2
INTB3,2021,2022,9163282.7467,128.0,2
BRAP4,2021,2022,9380546.13,129.0,2
SIMH3,2021,2022,9633161.9585,130.0,2
UNIP6,2021,2022,9743957.8501,131.0,3
SOMA3,2021,2022,9989834.0583,132.0,3
GGPS3,2021,2022,10593078.837,133.0,3
MULT3,2021,2022,11069150.489,134.0,3
LAME4,2021,2022,11104097.519,135.0,3
SULA11,2021,2022,11113060.555,136.0,3
DXCO3,2021,2022,11286931.04,137.0,3
VAMO3,2021,2022,11608475.88,138.0,3
LCAM3,2021,2022,11913384.965,139.0,3
SMTO3,2021,2022,11929157.273,140.0,3
GOAU4,2021,2022,12027775.944,141.0,3
ENBR3,2021,2022,12076726.2,142.0,3
TAEE11,2021,2022,12552550.62,143.0,3
GMAT3,2021,2022,13322356.856,144.0,3
PSSA3,2021,2022,13340935.04,145.0,3
MBRF3,2021,2022,14653934.164,146.0,3
UGPA3,2021,2022,15868247.756,147.0,3
CPLE6,2021,2022,17095387.401,148.0,3
PRIO3,2021,2022,17347365.298,149.0,3
TOTS3,2021,2022,17415362.655,150.0,3
ASAI3,2021,2022,17452895.04,151.0,3
ENGI11,2021,2022,17616306.508,152.0,3
ISAE4,2021,2022,17639881.455,153.0,3
HYPE3,2021,2022,17830499.095,154.0,3
ENEV3,2021,2022,17832084.7,155.0,3
BRFS3,2021,2022,18183091.464,156.0,3
USIM5,2021,2022,18204546.614,157.0,3
EMBJ3,2021,2022,18233591.06,158.0,3
ALPA4,2021,2022,19529512.521,159.0,3
NEOE3,2021,2022,19663502.458,160.0,3
EQTL3,2021,2022,22195547.056,161.0,3
MOTV3,2021,2022,23411800.0,162.0,3
LREN3,2021,2022,24088552.8,163.0,3
VBBR3,2021,2022,24130854.0,164.0,3
CXSE3,2021,2022,25080000.0,165.0,3
CMIG4,2021,2022,25253701.38,166.0,3
AMER3,2021,2022,28393539.567,167.0,3
KLBN11,2021,2022,28756604.394,168.0,3
CRFB3,2021,2022,30276428.138,169.0,3
CPFE3,2021,2022,30914986.625,170.0,3
EGIE3,2021,2022,31339784.493,171.0,3
TIMS3,2021,2022,31828340.754,172.0,3
RAIL3,2021,2022,32914947.536,173.0,3
CSNA3,2021,2022,33529933.835,174.0,3
NATU3,2021,2022,34958239.55,175.0,3
CMIN3,2021,2022,36974553.768,176.0,3
GNDI3,2021,2022,37111268.59,177.0,3
RENT3,2021,2022,39866176.0,178.0,3
RADL3,2021,2022,40025978.888,179.0,3
HAPV3,2021,2022,40153875.433,180.0,3
CSAN3,2021,2022,40530588.17,181.0,3
BBSE3,2021,2022,41431245.477,182.0,3
GGBR4,2021,2022,43759114.585,183.0,3
BRKM5,2021,2022,45481533.029,184.0,3
MGLU3,2021,2022,48125042.444,185.0,3
AXIA3,2021,2022,52310576.016,186.0,3
B3SA3,2021,2022,67351603.638,187.0,3
ITSA4,2021,2022,79911699.18,188.0,3
VIVT3,2021,2022,80811642.22,189.0,3
SUZB3,2021,2022,81101709.174,190.0,3
JBSS3,2021,2022,87049860.662,191.0,3
RDOR3,2021,2022,88380248.525,192.0,3
WEGE3,2021,2022,138384464.22,193.0,3
ABEV3,2021,2022,242690275.98,194.0,3
VALE3,2021,2022,377296542.26,195.0,3
PETR4,2021,2022,387852546.49,196.0,3
LUPA3,2022,2023,119591.74196,1.0,1
TECN3,2022,2023,155892.00156,2.0,1
ENJU3,2022,2023,194235.71,3.0,1
HBOR3,2022,2023,270695.76,4.0,1
TOKY3,2022,2023,319470.0,5.0,1
NGRD3,2022,2023,340500.29661,6.0,1
WDCN3,2022,2023,375357.92,7.0,1
GFSA3,2022,2023,375399.35604,8.0,1
MTRE3,2022,2023,383962.5966,9.0,1
SEQL3,2022,2023,426474.56544,10.0,1
TEND3,2022,2023,426895.2,11.0,1
AMAR3,2022,2023,428315.0,12.0,1
ESPA3,2022,2023,480692.67778,13.0,1
MDNE3,2022,2023,483648.07575,14.0,1
OPCT3,2022,2023,565420.50994,15.0,1
SEER3,2022,2023,573656.3772,16.0,1
TRAD3,2022,2023,621506.76,17.0,1
